"first_player_current_score","second_player_current_score","current_score_difference","first_player_average_score","second_player_average_score","average_score_difference","first_player_rating","second_player_rating","rating_difference","first_player_number_of_bingos","second_player_number_of_bingos","first_player_average_number_of_bingos","second_player_average_number_of_bingos","next_player","number_of_tiles_left","first_player_number_of_turns","second_player_number_of_turns","progress","first_player_rack_blanks","second_player_rack_blanks","first_player_rack_value","second_player_rack_value","final_turn","first_player_final_score","second_player_final_score","final_score_difference","actual_outcome","predicted_outcome","first_player_probability","second_player_probability"
6,0,6,6,0,6,1580,1629,-49,0,0,0,0,"first_player",97,1,0,0.381443298969072,0,0,12,0,"false",282,375,-93,"false","false",0.450177700948273,0.549822299051727
6,22,-16,6,22,-16,1580,1629,-49,0,0,0,0,"second_player",93,1,1,0.397849462365591,0,0,12,23,"false",282,375,-93,"false","false",0.296988810416115,0.703011189583885
13,22,-9,6.5,22,-9,1580,1629,-49,0,0,0,0,"first_player",89,2,1,0.415730337078652,0,0,14,23,"false",282,375,-93,"false","false",0.245463911063057,0.754536088936943
13,22,-9,6.5,11,-9,1580,1629,-49,0,0,0,0,"second_player",89,2,2,0.415730337078652,0,0,14,11,"false",282,375,-93,"false","false",0.412709227360038,0.587290772639962
68,100,-32,13.6,25,-32,1580,1629,-49,0,0,0,0,"first_player",69,5,4,0.536231884057971,0,0,15,10,"false",282,375,-93,"false","false",0.159988142637387,0.840011857362613
68,117,-49,13.6,23.4,-49,1580,1629,-49,0,0,0,0,"second_player",67,5,5,0.552238805970149,0,0,15,7,"false",282,375,-93,"false","false",0.167013353951905,0.832986646048095
79,117,-38,13.1666666666667,23.4,-38,1580,1629,-49,0,0,0,0,"first_player",64,6,5,0.578125,0,0,14,7,"false",282,375,-93,"false","false",0.138639933413302,0.861360066586698
88,128,-40,12.5714285714286,21.3333333333333,-40,1580,1629,-49,0,0,0,0,"first_player",57,7,6,0.649122807017544,0,0,22,10,"false",282,375,-93,"false","false",0.147526609838688,0.852473390161312
88,144,-56,12.5714285714286,20.5714285714286,-56,1580,1629,-49,0,0,0,0,"second_player",54,7,7,0.685185185185185,0,0,22,7,"false",282,375,-93,"false","false",0.158975844115639,0.841024155884361
94,144,-50,11.75,20.5714285714286,-50,1580,1629,-49,0,0,0,0,"first_player",49,8,7,0.755102040816326,0,0,24,7,"false",282,375,-93,"false","false",0.120843760939757,0.879156239060243
94,148,-54,11.75,18.5,-54,1580,1629,-49,0,0,0,0,"second_player",45,8,8,0.822222222222222,0,0,24,9,"false",282,375,-93,"false","false",0.179292230274949,0.820707769725051
153,148,5,17,18.5,5,1580,1629,-49,0,0,0,0,"first_player",39,9,8,0.948717948717949,0,0,18,9,"false",282,375,-93,"false","false",0.434043891022645,0.565956108977355
153,159,-6,17,17.6666666666667,-6,1580,1629,-49,0,0,0,0,"second_player",36,9,9,1.02777777777778,0,0,18,9,"false",282,375,-93,"false","false",0.481875681365993,0.518124318634007
168,169,-1,15.2727272727273,16.9,-1,1580,1629,-49,0,0,0,0,"first_player",31,11,10,1.19354838709677,0,0,12,10,"false",282,375,-93,"false","false",0.363185050754807,0.636814949245193
168,192,-24,15.2727272727273,17.4545454545455,-24,1580,1629,-49,0,0,0,0,"second_player",29,11,11,1.27586206896552,0,0,12,7,"false",282,375,-93,"false","false",0.326522201884953,0.673477798115047
183,200,-17,15.25,16.6666666666667,-17,1580,1629,-49,0,0,0,0,"second_player",23,12,12,1.60869565217391,0,0,11,10,"false",282,375,-93,"false","false",0.366464904059454,0.633535095940546
282,367,-85,15.6666666666667,21.5882352941176,-85,1580,1629,-49,0,1,0,0.0588235294117647,"first_player",-19,18,17,-1.94736842105263,0,0,1,1,"false",282,375,-93,"false","false",0.0330438311175848,0.966956168882415
282,373,-91,15.6666666666667,20.7222222222222,-91,1580,1629,-49,0,1,0,0.0555555555555556,"second_player",-21,18,18,-1.76190476190476,0,0,1,1,"false",282,375,-93,"false","false",0.0514787790173832,0.948521220982617
32,0,32,32,0,32,576,532,44,0,0,0,0,"first_player",96,1,0,0.479166666666667,1,0,8,0,"false",328,220,108,"true","true",0.827512884291826,0.172487115708174
54,20,34,27,20,34,576,532,44,0,0,0,0,"first_player",86,2,1,0.534883720930233,1,0,8,13,"false",328,220,108,"true","true",0.776114822495401,0.223885177504599
114,61,53,22.8,15.25,53,576,532,44,0,0,0,0,"first_player",67,5,4,0.686567164179104,1,0,9,10,"false",328,220,108,"true","true",0.880076452658975,0.119923547341025
114,76,38,22.8,15.2,38,576,532,44,0,0,0,0,"second_player",65,5,5,0.707692307692308,1,0,9,7,"false",328,220,108,"true","true",0.89091595301094,0.10908404698906
139,85,54,23.1666666666667,14.1666666666667,54,576,532,44,0,0,0,0,"second_player",59,6,6,0.779661016949153,1,0,16,8,"false",328,220,108,"true","true",0.944945793623391,0.055054206376609
174,106,68,21.75,15.1428571428571,68,576,532,44,0,0,0,0,"first_player",50,8,7,0.92,1,0,11,16,"false",328,220,108,"true","true",0.922684977047425,0.077315022952575
174,113,61,21.75,14.125,61,576,532,44,0,0,0,0,"second_player",46,8,8,1,1,0,11,16,"false",328,220,108,"true","true",0.948191028455452,0.0518089715445481
249,183,66,20.75,15.25,66,576,532,44,0,0,0,0,"second_player",23,12,12,2,0,0,16,7,"false",328,220,108,"true","true",0.934675495122792,0.0653245048772084
265,183,82,20.3846153846154,15.25,82,576,532,44,0,0,0,0,"first_player",21,13,12,2.19047619047619,0,0,12,7,"false",328,220,108,"true","true",0.926212269365466,0.0737877306345345
278,195,83,19.8571428571429,15,83,576,532,44,0,0,0,0,"first_player",16,14,13,2.875,0,0,9,7,"false",328,220,108,"true","true",0.924459227025223,0.0755407729747766
278,206,72,19.8571428571429,14.7142857142857,72,576,532,44,0,0,0,0,"second_player",11,14,14,4.18181818181818,0,0,9,12,"false",328,220,108,"true","true",0.936483328033172,0.0635166719668281
320,235,85,16.8421052631579,13.0555555555556,85,576,532,44,0,0,0,0,"first_player",-16,19,18,-2.875,0,0,9,20,"false",328,220,108,"true","true",0.924290670767445,0.075709329232555
330,244,86,16.5,12.8421052631579,86,576,532,44,0,0,0,0,"first_player",-21,20,19,-2.19047619047619,1,0,8,17,"false",328,220,108,"true","true",0.962237430093835,0.0377625699061654
336,248,88,16,11.8095238095238,88,576,532,44,0,0,0,0,"second_player",-30,21,21,-1.53333333333333,1,0,8,18,"false",328,220,108,"true","true",0.983970214655763,0.0160297853442375
336,248,88,15.2727272727273,11.8095238095238,88,576,532,44,0,0,0,0,"first_player",-30,22,21,-1.53333333333333,1,0,8,18,"false",328,220,108,"true","true",0.964884790491791,0.0351152095082095
336,248,88,14.6086956521739,11.2727272727273,88,576,532,44,0,0,0,0,"first_player",-30,23,22,-1.53333333333333,1,0,8,18,"false",328,220,108,"true","true",0.962838057358401,0.0371619426415987
336,248,88,14.6086956521739,10.7826086956522,88,576,532,44,0,0,0,0,"second_player",-30,23,23,-1.53333333333333,1,0,8,18,"true",328,220,108,"true","true",0.981757186184502,0.0182428138154976
66,74,-8,22,24.6666666666667,-8,1826,1656,170,0,0,0,0,"second_player",73,3,3,0.36986301369863,0,0,7,11,"false",400,333,67,"true","true",0.504324034946573,0.495675965053427
66,74,-8,16.5,24.6666666666667,-8,1826,1656,170,0,0,0,0,"first_player",73,4,3,0.36986301369863,0,0,19,11,"false",400,333,67,"true","false",0.41031524041007,0.58968475958993
66,87,-21,16.5,21.75,-21,1826,1656,170,0,0,0,0,"second_player",69,4,4,0.391304347826087,0,0,19,11,"false",400,333,67,"true","false",0.45083147613556,0.54916852386444
98,87,11,19.6,21.75,11,1826,1656,170,0,0,0,0,"first_player",66,5,4,0.409090909090909,0,0,10,11,"false",400,333,67,"true","true",0.531246819680518,0.468753180319482
98,111,-13,19.6,22.2,-13,1826,1656,170,0,0,0,0,"second_player",61,5,5,0.442622950819672,0,0,10,17,"false",400,333,67,"true","false",0.464786013468108,0.535213986531892
130,150,-20,21.6666666666667,25,-20,1826,1656,170,0,0,0,0,"second_player",51,6,6,0.529411764705882,0,0,7,17,"false",400,333,67,"true","false",0.404611727311084,0.595388272688916
202,150,52,28.8571428571429,25,52,1826,1656,170,1,0,0.142857142857143,0,"first_player",44,7,6,0.613636363636364,1,0,8,17,"false",400,333,67,"true","true",0.862645916082904,0.137354083917096
273,184,89,34.125,26.2857142857143,89,1826,1656,170,2,0,0.25,0,"first_player",35,8,7,0.771428571428571,0,0,7,13,"false",400,333,67,"true","true",0.930530477219886,0.0694695227801143
287,204,83,31.8888888888889,25.5,83,1826,1656,170,2,0,0.222222222222222,0,"first_player",27,9,8,1,1,0,11,10,"false",400,333,67,"true","true",0.961773997568212,0.0382260024317882
287,248,39,31.8888888888889,27.5555555555556,39,1826,1656,170,2,0,0.222222222222222,0,"second_player",22,9,9,1.22727272727273,1,0,11,15,"false",400,333,67,"true","true",0.889311338591941,0.110688661408059
305,248,57,30.5,27.5555555555556,57,1826,1656,170,2,0,0.2,0,"first_player",19,10,9,1.42105263157895,1,0,13,15,"false",400,333,67,"true","true",0.898182931857181,0.101817068142819
305,279,26,30.5,27.9,26,1826,1656,170,2,0,0.2,0,"second_player",16,10,10,1.6875,1,0,13,13,"false",400,333,67,"true","true",0.846201564124952,0.153798435875048
323,279,44,29.3636363636364,27.9,44,1826,1656,170,2,0,0.181818181818182,0,"first_player",13,11,10,2.07692307692308,1,0,13,13,"false",400,333,67,"true","true",0.852596125964047,0.147403874035953
323,300,23,29.3636363636364,27.2727272727273,23,1826,1656,170,2,0,0.181818181818182,0,"second_player",9,11,11,3,1,0,13,11,"false",400,333,67,"true","true",0.840872288767993,0.159127711232007
410,333,77,31.5384615384615,27.75,77,1826,1656,170,2,0,0.153846153846154,0,"first_player",-4,13,12,-6.75,0,0,4,1,"false",400,333,67,"true","true",0.92137707843586,0.0786229215641402
410,335,75,29.2857142857143,25.7692307692308,75,1826,1656,170,2,0,0.142857142857143,0,"first_player",-6,14,13,-4.5,0,0,4,1,"true",400,333,67,"true","true",0.915081184365491,0.0849188156345086
22,0,22,22,0,22,1556,1591,-35,0,0,0,0,"first_player",95,1,0,0.378947368421053,0,0,24,0,"false",398,311,87,"true","true",0.644560383954527,0.355439616045473
22,7,15,22,7,15,1556,1591,-35,0,0,0,0,"second_player",92,1,1,0.391304347826087,0,0,24,16,"false",398,311,87,"true","true",0.652930803326746,0.347069196673254
42,7,35,21,7,35,1556,1591,-35,0,0,0,0,"first_player",89,2,1,0.404494382022472,0,0,29,16,"false",398,311,87,"true","true",0.688660692294393,0.311339307705607
84,27,57,28,13.5,57,1556,1591,-35,0,0,0,0,"first_player",83,3,2,0.433734939759036,0,0,23,18,"false",398,311,87,"true","true",0.78974126863952,0.21025873136048
84,62,22,28,20.6666666666667,22,1556,1591,-35,0,0,0,0,"second_player",80,3,3,0.45,0,0,23,13,"false",398,311,87,"true","true",0.676099355979648,0.323900644020352
120,62,58,30,20.6666666666667,58,1556,1591,-35,0,0,0,0,"first_player",77,4,3,0.467532467532468,0,0,19,13,"false",398,311,87,"true","true",0.780871121890949,0.219128878109051
120,76,44,30,19,44,1556,1591,-35,0,0,0,0,"second_player",73,4,4,0.493150684931507,0,0,19,10,"false",398,311,87,"true","true",0.808934167958346,0.191065832041654
126,76,50,25.2,19,50,1556,1591,-35,0,0,0,0,"first_player",69,5,4,0.521739130434783,1,0,21,10,"false",398,311,87,"true","true",0.839569205428427,0.160430794571573
275,221,54,27.5,22.1,54,1556,1591,-35,1,0,0.1,0,"second_player",26,10,10,1.38461538461538,0,0,12,10,"false",398,311,87,"true","true",0.842133764219891,0.157866235780109
329,237,92,27.4166666666667,21.5454545454545,92,1556,1591,-35,1,0,0.0833333333333333,0,"first_player",15,12,11,2.4,0,0,11,7,"false",398,311,87,"true","true",0.923924905532632,0.0760750944673677
370,273,97,26.4285714285714,21,97,1556,1591,-35,1,0,0.0714285714285714,0,"first_player",1,14,13,36,0,0,7,7,"false",398,311,87,"true","true",0.927874258424233,0.0721257415757669
380,279,101,25.3333333333333,19.9285714285714,101,1556,1591,-35,2,0,0.133333333333333,0,"first_player",-9,15,14,-4,0,0,5,5,"false",398,311,87,"true","true",0.949379282370977,0.0506207176290228
389,317,72,24.3125,19.8125,72,1556,1591,-35,2,0,0.125,0,"second_player",-19,16,16,-1.89473684210526,0,0,2,3,"false",398,311,87,"true","true",0.921289868981185,0.078710131018815
391,321,70,23,18.8823529411765,70,1556,1591,-35,2,0,0.117647058823529,0,"second_player",-24,17,17,-1.5,0,0,1,1,"false",398,311,87,"true","true",0.918137440665852,0.0818625593341478
396,321,75,22,18.8823529411765,75,1556,1591,-35,2,0,0.111111111111111,0,"first_player",-26,18,17,-1.38461538461538,0,0,1,1,"false",398,311,87,"true","true",0.878546634969349,0.121453365030651
396,321,75,22,17.8333333333333,75,1556,1591,-35,2,0,0.111111111111111,0,"second_player",-26,18,18,-1.38461538461538,0,0,1,1,"true",398,311,87,"true","true",0.930360199493825,0.0696398005061751
44,14,30,22,14,30,871,999,-128,0,0,0,0,"first_player",87,2,1,0.551724137931034,0,0,10,23,"false",316,300,16,"true","true",0.530869093037136,0.469130906962864
44,42,2,22,21,2,871,999,-128,0,0,0,0,"second_player",84,2,2,0.571428571428571,0,0,10,14,"false",316,300,16,"true","false",0.457351623762749,0.542648376237251
65,42,23,21.6666666666667,21,23,871,999,-128,0,0,0,0,"first_player",81,3,2,0.592592592592593,0,0,7,14,"false",316,300,16,"true","false",0.475049829188671,0.524950170811329
79,72,7,19.75,24,7,871,999,-128,0,0,0,0,"first_player",74,4,3,0.648648648648649,0,0,10,10,"false",316,300,16,"true","false",0.373230336677856,0.626769663322144
79,95,-16,19.75,23.75,-16,871,999,-128,0,0,0,0,"second_player",72,4,4,0.666666666666667,0,0,10,7,"false",316,300,16,"true","false",0.3381666309953,0.6618333690047
107,95,12,21.4,23.75,12,871,999,-128,0,0,0,0,"first_player",68,5,4,0.705882352941177,1,0,9,7,"false",316,300,16,"true","true",0.539480353454001,0.460519646545999
107,110,-3,21.4,22,-3,871,999,-128,0,0,0,0,"second_player",63,5,5,0.761904761904762,1,0,9,7,"false",316,300,16,"true","true",0.564823554788989,0.435176445211011
131,110,21,21.8333333333333,22,21,871,999,-128,0,0,0,0,"first_player",60,6,5,0.8,0,0,8,7,"false",316,300,16,"true","false",0.489111455674816,0.510888544325184
164,144,20,16.4,16,20,871,999,-128,0,0,0,0,"first_player",38,10,9,1.26315789473684,0,1,8,25,"false",316,300,16,"true","false",0.347580849031724,0.652419150968276
164,162,2,16.4,16.2,2,871,999,-128,0,0,0,0,"second_player",35,10,10,1.37142857142857,0,0,8,19,"false",316,300,16,"true","false",0.452190426584293,0.547809573415707
179,162,17,16.2727272727273,16.2,17,871,999,-128,0,0,0,0,"first_player",31,11,10,1.54838709677419,0,0,8,19,"false",316,300,16,"true","false",0.440215749729073,0.559784250270927
207,173,34,15.9230769230769,14.4166666666667,34,871,999,-128,0,0,0,0,"first_player",23,13,12,2.08695652173913,0,0,10,19,"false",316,300,16,"true","true",0.572148680310572,0.427851319689428
226,179,47,16.1428571428571,13.7692307692308,47,871,999,-128,0,0,0,0,"first_player",19,14,13,2.52631578947368,0,0,7,19,"false",316,300,16,"true","true",0.652532855827506,0.347467144172494
235,196,39,15.6666666666667,13.0666666666667,39,871,999,-128,0,0,0,0,"second_player",14,15,15,3.42857142857143,0,0,7,12,"false",316,300,16,"true","true",0.725782764998196,0.274217235001804
239,196,43,14.9375,13.0666666666667,43,871,999,-128,0,0,0,0,"first_player",10,16,15,4.8,0,0,10,12,"false",316,300,16,"true","true",0.652628853453181,0.347371146546819
256,208,48,15.0588235294118,13,48,871,999,-128,0,0,0,0,"first_player",4,17,16,12,0,0,10,9,"false",316,300,16,"true","true",0.692340691224449,0.307659308775551
256,229,27,15.0588235294118,13.4705882352941,27,871,999,-128,0,0,0,0,"second_player",1,17,17,48,0,0,10,11,"false",316,300,16,"true","true",0.639429754679439,0.360570245320561
264,229,35,14.6666666666667,13.4705882352941,35,871,999,-128,0,0,0,0,"first_player",-2,18,17,-24,0,0,10,11,"false",316,300,16,"true","true",0.616405908814683,0.383594091185317
264,238,26,14.6666666666667,13.2222222222222,26,871,999,-128,0,0,0,0,"second_player",-7,18,18,-6.85714285714286,0,0,10,10,"false",316,300,16,"true","true",0.672523044320828,0.327476955679172
282,238,44,14.8421052631579,13.2222222222222,44,871,999,-128,0,0,0,0,"first_player",-11,19,18,-4.36363636363636,0,0,8,10,"false",316,300,16,"true","true",0.673847298672311,0.326152701327689
286,277,9,14.3,13.85,9,871,999,-128,0,0,0,0,"second_player",-20,20,20,-2.4,0,0,10,8,"false",316,300,16,"true","true",0.558127096195011,0.441872903804989
293,280,13,13.952380952381,13.3333333333333,13,871,999,-128,0,0,0,0,"second_player",-25,21,21,-1.92,0,0,8,7,"false",316,300,16,"true","true",0.584731502235918,0.415268497764082
296,295,1,13.4545454545455,13.4090909090909,1,871,999,-128,0,0,0,0,"second_player",-30,22,22,-1.6,0,0,6,3,"false",316,300,16,"true","false",0.499939211747703,0.500060788252297
318,300,18,13.8260869565217,13.0434782608696,18,871,999,-128,0,0,0,0,"second_player",-36,23,23,-1.33333333333333,0,0,1,1,"false",316,300,16,"true","true",0.6150662171602,0.3849337828398
324,300,24,13.5,12.5,24,871,999,-128,0,0,0,0,"second_player",-39,24,24,-1.23076923076923,0,0,1,1,"true",316,300,16,"true","true",0.654526680712456,0.345473319287544
29,33,-4,9.66666666666667,11,-4,925,1000,-75,0,0,0,0,"second_player",76,3,3,0.578947368421053,0,0,11,13,"false",291,313,-22,"false","false",0.467946016862664,0.532053983137336
34,33,1,8.5,11,1,925,1000,-75,0,0,0,0,"first_player",73,4,3,0.602739726027397,0,0,11,13,"false",291,313,-22,"false","false",0.380543656677586,0.619456343322414
66,53,13,9.42857142857143,8.83333333333333,13,925,1000,-75,0,0,0,0,"first_player",56,7,6,0.785714285714286,0,1,10,11,"false",291,313,-22,"false","false",0.38705133169647,0.61294866830353
66,71,-5,9.42857142857143,10.1428571428571,-5,925,1000,-75,0,0,0,0,"second_player",53,7,7,0.830188679245283,0,1,10,8,"false",291,313,-22,"false","false",0.385814764254553,0.614185235745447
69,71,-2,8.625,10.1428571428571,-2,925,1000,-75,0,0,0,0,"first_player",50,8,7,0.88,0,1,13,8,"false",291,313,-22,"false","false",0.301137130464739,0.698862869535261
69,71,-2,8.625,8.875,-2,925,1000,-75,0,0,0,0,"second_player",50,8,8,0.88,0,1,13,20,"false",291,313,-22,"false","false",0.381940163637697,0.618059836362303
83,71,12,9.22222222222222,8.875,12,925,1000,-75,0,0,0,0,"first_player",47,9,8,0.936170212765957,0,1,11,20,"false",291,313,-22,"false","false",0.355097464832778,0.644902535167222
102,115,-13,10.2,11.5,-13,925,1000,-75,0,0,0,0,"second_player",37,10,10,1.18918918918919,0,0,10,21,"false",291,313,-22,"false","false",0.381816495940741,0.618183504059259
124,115,9,11.2727272727273,11.5,9,925,1000,-75,0,0,0,0,"first_player",35,11,10,1.25714285714286,0,0,16,21,"false",291,313,-22,"false","false",0.438341885180761,0.561658114819239
124,129,-5,11.2727272727273,11.7272727272727,-5,925,1000,-75,0,0,0,0,"second_player",32,11,11,1.375,0,0,16,19,"false",291,313,-22,"false","false",0.466847763939125,0.533152236060875
127,129,-2,10.5833333333333,11.7272727272727,-2,925,1000,-75,0,0,0,0,"first_player",29,12,11,1.51724137931034,0,0,16,19,"false",291,313,-22,"false","false",0.366192861940373,0.633807138059627
132,155,-23,10.1538461538462,12.9166666666667,-23,925,1000,-75,0,0,0,0,"first_player",23,13,12,1.91304347826087,0,0,16,17,"false",291,313,-22,"false","false",0.23420637908447,0.76579362091553
138,178,-40,9.85714285714286,13.6923076923077,-40,925,1000,-75,0,0,0,0,"first_player",18,14,13,2.44444444444444,0,0,19,21,"false",291,313,-22,"false","false",0.145928979432526,0.854071020567474
138,209,-71,9.85714285714286,14.9285714285714,-71,925,1000,-75,0,0,0,0,"second_player",15,14,14,2.93333333333333,0,0,19,14,"false",291,313,-22,"false","false",0.101459144737311,0.898540855262689
231,233,-2,14.4375,15.5333333333333,-2,925,1000,-75,0,0,0,0,"first_player",5,16,15,8.8,0,1,15,6,"false",291,313,-22,"false","false",0.297022532224703,0.702977467775297
231,253,-22,14.4375,15.8125,-22,925,1000,-75,0,0,0,0,"second_player",2,16,16,22,0,1,15,8,"false",291,313,-22,"false","false",0.266231617264429,0.733768382735571
238,253,-15,14,15.8125,-15,925,1000,-75,0,0,0,0,"first_player",-1,17,16,-44,0,1,15,8,"false",291,313,-22,"false","false",0.238268590635248,0.761731409364752
238,277,-39,14,16.2941176470588,-39,925,1000,-75,0,0,0,0,"second_player",-4,17,17,-11,0,1,15,6,"false",291,313,-22,"false","false",0.189441211368649,0.810558788631351
